0000 00000412
0471 57AB6798
0472 67422CAD
0473 E26815AB
0474 32E61A14
0475 8F63BB98
0476 41E29248
0477 67BC1763
0478 BC9AB602
0479 ADC292BA
047A C8EFD73D
047B 5972FAE4
047C E41A3FA6
047D 32EBBBB5
047E AF732989
047F 051CBF35
0480 44F0A5F4
0481 C67EA622
0482 226D3421
0483 24E4D2B2
0484 6ADFF71C
0485 6E0E303B
0486 31ACDA7C
0487 4C92E834
0488 1DD7FF57
0489 073DC304
048A 6F97B00A
048B DCDD1B5D
048C AE5156B4
048D 5FD44002
048E 3077659A
048F 42A1FF8A
0490 499CD7B3
0491 736A5F80
0492 2CA293FB
0493 F0507298
0494 48ABCACC
0495 A54EE0EB
0496 760916C0
0497 79D94E89
0498 7145A6EE
0499 969D2255
049A E9094963
049B 9C2448BD
049C BE5AF2D7
049D F8F92D3A
049E B6CF52E9
049F 1ECFC82E
04A0 D327F37A
04A1 FCED6972
04A2 1D276269
04A3 51AFF878
04A4 F9C027E9
04A5 F010D0D6
04A6 D621BFC0
04A7 39F6CD2D
04A8 4F0007E8
04A9 BCD1DAB8
04AA CCD77231
04AB 403D5665
04AC 2D7A9035
04AD C2F2A714
04AE 15E25436
04AF C68B272B
04B0 7CE757D2
04B1 5C0E29A5
04B2 43F48FE2
04B3 563A07C2
04B4 B4BEB06D
04B5 6DC4394F
04B6 DF45C6A8
04B7 01452AC7
04B8 D693E40E
04B9 4D6E9982
04BA A98CD17F
04BB 033DB4BD
04BC B0681D91
04BD CC9B8F6F
04BE B3068449
04BF D1732320
04C0 A44E3926
04C1 75D09947
04C2 A0BC4320
04C3 B5EF7983
04C4 CEDF49A6
04C5 A7E33F4D
04C6 7831C6E1
04C7 DB1769DA
04C8 EB469BD1
04C9 7E9B8154
04CA F60170C8
04CB 778EE904
04CC D95BD615
04CD 31A0CF35
04CE 62E70612
04CF FBE83B42
04D0 C53FD010
04D1 62006151
04D2 757839A9
04D3 BB1FD680
04D4 9B8DB2D4
04D5 73D75FC6
04D6 289BD664
04D7 5E53B91D
04D8 C0176A77
04D9 234F1FB5
04DA 23F629E9
04DB F74CB2F7
04DC 198C50E7
04DD 38AD29FD
04DE D3A71CF0
04DF E254C90D
04E0 AFD6E221
04E1 EE489947
04E2 75D2652E
04E3 49C380ED
04E4 EE6FA4A6
04E5 1A3A5158
04E6 322E89D7
04E7 2E04AF6F
04E8 907FEFE3
04E9 510BAFC8
04EA 27C9461F
04EB B3DA50FB
04EC AC295FC1
04ED DD7340B2
04EE 00539687
04EF B280427A
04F0 1D6D7B51
04F1 F8764F62
04F2 E70495E1
04F3 D0A8E2A0
04F4 CC01C919
04F5 B451AE0D
04F6 0C8909BA
04F7 298E8734
04F8 08F80492
04F9 71F4935D
04FA 2588E0E8
04FB 9B9252E5
04FC 754A9F2B
04FD 2C37F270
04FE 22C694DA
04FF F10EF894
0500 BCA83FE1
0501 27701C0C
0502 D9AF1A7D
0503 1C7C7E1F
0504 3FA84985
0505 F9247A50
0506 0DEA80EE
0507 9A71C4F9
0508 5C03D540
0509 AA321027
050A 025E279F
050B A7D3F11A
050C 3A5D8B26
050D 15C60AD7
050E 87D14019
050F 5B2F2AA7
0510 9A7137A6
0511 53820CFF
0512 C82439FC
0513 1AAFE270
0514 60FB77CE
0515 49470D04
0516 D84EAC4A
0517 00000081
0518 00000453
0519 0A4D5110
051A 740CB05E
051B 7916EC6D
051C B80B0008
051D EC31D108
051E F2D11008
051F 425FDC5B
0520 59BFC7BA
0521 A5A3B202
0522 C42CC222
0523 48851137
0524 910EE42F
0525 805E17FB
0526 670AB2CB
0527 6C16EAB0
0528 351FF1A5
0529 5C1254F5
052A EBACDD3E
052B 9418A652
052C 26D2AE2D
052D 4317ADE5
052E 033955D4
052F 696F23E2
0530 AA097D64
0531 05EA6083
0532 4793A565
0533 D601BD50
0534 04EC0AE7
0535 8607F7E1
0536 988311FC
0537 56FD1E4E
0538 5587624E
0539 AA8CBF37
053A DA5CB51B
053B 5EC81B6C
053C EBB53515
053D ED477F05
053E 2554356C
053F 5E8BFE80
0540 7BFEF648
0541 18085378
0542 AD2F5B3C
0543 8594A909
0544 7AFF17BC
0545 E275B7B0
0546 E2A7AB13
0547 E06D9241
0548 519A6F6B
0549 41A7AE4E
054A 6B697D09
054B 145D5EDC
054C BAE0A1D0
054D AD48ECEC
054E C69CB866
054F BAFB0277
0550 6E07B86B
0551 30A1C189
0552 109B2355
0553 4E04AF7A
0554 69491674
0555 C27BA657
0556 0BA6D9D8
0557 71668943
0558 274F17BF
0559 3821C7C1
055A 5FBBC8AA
055B 1FEB3A78
055C BA6317CA
055D 076A8904
055E 4F0E8C37
055F A96F8E83
0560 9CF1EA11
0561 F28741D4
0562 1B561C78
0563 AB70C6F1
0564 6E99176C
0565 A77B8072
0566 2EDD11E3
0567 3D3F7508
0568 651EF924
0569 F8087795
056A 5588BC48
056B C233AF15
056C 4E00899C
056D 25A7BB0F
056E E903F48C
056F 6B089DDC
0570 2C4B6838
0571 F67A2C9C
0572 5A420D22
0573 94CF7A54
0574 A6A4AA40
0575 8E965384
0576 1BA14F81
0577 C8816098
0578 71E31A6C
0579 F7D44ECF
057A 67E5FA70
057B E31E447A
057C 32537A75
057D B4366E60
057E 7E8DF72E
057F 8F37F82A
0580 7D1E689B
0581 167B2FB2
0582 0CC9EF01
0583 BCF13133
0584 312A6120
0585 8788A807
0586 C4DE2742
0587 06C3FB70
0588 5F706428
0589 7ABBAC2E
058A 887D2AB7
058B DC71223E
058C C193FB0A
058D 04C0033F
058E 8A9EC43F
058F C7A4290B
0590 CD5CA4BA
0591 0E001681
